tahun,bulan,tanggal,arus,salinitas,suhu,harga_bibit,modal,total_produksi
2020,7,21,0.15,33,29,3000,1575990,1.347
2020,7,24,0.15,33,30,2778,457203,422
2020,8,6,0.37,33,29,3000,3811860,3.258
2020,9,16,0.37,34,30,3000,2541240,2.172
2020,10,17,0.37,34,29,3000,2907450,2.485
2020,11,12,0.59,33,30,2999,2906481,2.485
2020,12,11,0.59,33,28,3000,2340000,2.000
2020,12,16,0.59,33,29,2700,884520,840
2021,1,18,0.59,33,27,3000,2665260,2.278
2021,1,19,0.59,33,28,3000,2998944,2.563
2021,1,20,0.59,33,28,3000,2998944,2.563
2021,1,21,0.59,33,27,3000,3849768,3.290
2021,1,22,0.59,33,29,3000,3849768,3.290
2021,1,23,0.59,33,28,3000,3849768,3.290
2021,1,24,0.54,33,27,3000,3988764,3.409
2021,1,25,0.23,33,28,3000,3988764,3.409
2021,1,26,0.23,33,28,3000,2659176,2.273
2021,1,27,0.18,33,27,3000,2936934,2.510
2021,1,28,0.18,33,27,3000,2936934,2.510
2021,1,29,0.29,33,28,3000,3356496,2.869
2021,2,18,0.57,33,28,3991,3989284,2.563
2021,3,18,0.57,33,29,2983,2981717,2.563
2021,4,18,0.57,33,28,3000,3849300,3.290
2021,5,18,0.57,33,29,3500,4490850,3.290
2021,6,18,0.57,33,29,2900,3720990,3.290
2021,7,18,0.27,33,30,2700,3589677,3.409
2021,8,18,0.27,33,29,2982,3964599,3.409
2021,9,18,0.27,33,31,3000,2659410,2.273
2021,10,18,0.27,33,28,3120,3054168,2.510
2021,11,18,0.27,33,29,3400,3340194,2.519
2021,12,18,0.27,33,30,3400,3712800,2.800
2022,1,18,0.49,33,28,3000,2693340,2.302
2022,2,18,0.49,33,27,3699,3734917,2.589
2022,3,18,0.49,33,29,2900,2928159,2.589
2022,4,18,0.49,33,30,2800,3647280,3.340
2022,5,18,0.49,33,29,3011,3922129,3.340
2022,6,18,0.49,33,28,3500,4559100,3.340
2022,7,18,0.44,33,30,2900,3932487,3.477
2022,8,18,0.44,33,30,3000,4068090,3.477
2022,9,18,0.32,33,29,2990,2703020,2.318
2022,10,18,0.32,33,29,3000,2866500,2.450
2022,11,18,0.70,33,29,3000,2866500,2.450
2022,12,18,0.80,33,30,3000,3276000,2.800
